city ,state,population,density,percent_nw,year,year_date,ind,number,type,type_detailed_year,type_detailed_all,condition,source,current,past,summary,gov_funding,procurement,legal_challenges,challenges_info,challenge_start,challenge_end,challenge_length_days,challenge_organization,foi,foi_name,lat,long
Baltimore,Maryland,"611,648","7,598",72.5,2012,1/31/12,1,1,5,IBM SPSS Analytics,IBM SPSS Analytics,4,3,1,0,"2012 Baltimore Police Department tested the IBM SPSS Analytics predictive policing package but were unsatisfied and chose not to purchase the software after the trial; 2018 Baltimore Police Department is in the process of implementing a predictive policing software described as akin to those used in Los Angeles and Chicago. This includes the creation of a ""Strategic Decision Support Center"" modeled after the Chicago Police Department's predictive policing data center. This process has been under a lot of public scrutiny, since Baltimore's consent decree with to DOJ requires BPD to disclose any new policing technology prior to use. There have also been allegations that BPD has some relationship with PredPol stemming from the fact that PredPol has a specific web portal dedicated to Baltimore and news reports linking BPD's predictive policing technology to technology ""developed in Los Angeles"". Also in 2018 ShotSpotter (a gunshot detection software used by Baltimore) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ,BPD,0,,,,,,YES,Maryland Public Information Act,39.2903848,-76.612189
Milwaukee,Wisconsin,"595,351","6,186",64.5,2012,2/1/12,0,0,0,,,0,0,0,0,2009 Milwaukee Police Department created the Intelligence Fusion Center which contains within it a Predictive Intelligence Center. However the specific predictive capability of this center is unclear; 2016 Milwaukee-based law firm began to offer information and protection for those who may have been targeted or arrested by predictive policing methods; 2017 Milwaukee Police Department expressed interest in purchasing some service from Palantir; 2018 ShotSpotter (a gunshot detection software used by Milwaukee) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES; with relevant exceptions,Wisconsin Open Records Law,43.0389025,-87.906474
Albuquerque,New Mexico,"558,545","2,972",59.5,2012,2/2/12,1,1,1,UNKNOWN,UNKNOWN,5,2,1,0,"2012 Albuquerque Police Department started using predictive policing in at least its Southeast area; 2013 Albuquerque opened a Real-Time Crime Center, designed to be the home of its high-tech programs such as predictive policing; 2014 Albuquerque Police Department increased funding for the Real-Time Crime Center and was confirmed to be using some form of predictive policing to monitor property crime. There has been no indication of a change in policy since 2014; 2016 Rio Ranchero (a suburb of Albuquerque) Police Department began using PredPol. There has been speculation that Albuquerque has used the vendor as well since then.",,APD,0,,,,,,YES; with relevant exceptions,New Mexico Inspection of Public Records Act,35.0853336,-106.60555
Tucson,Arizona,"535,677","2,299",55,2012,2/3/12,0,0,0,,,0,0,0,0,2013 Tucson Police Department Strategic Report promoted the adoption of some type of predictive policing software; 2015 Tucson Police Department was using some type of predictive pattern analysis for crime in the midtown area. There is no publicly available information detailing TPD's use of predictive policing following 2015.,,TPD,0,,,,,,YES,Arizona Public Records Law,32.2217429,-110.92648
Fresno,California,"527,438","4,563",73.4,2012,2/4/12,0,0,0,,,0,0,0,0,"2015 Fresno Police Department participated in a trial for Intrado's predictive policing software: Beware; 2016 Fresno Police Department entered into a one year contract with PredPol with the option to extend an additional year (2017-18 was budgeted, but currently available public documents show the extension was pending) after approval from city council. City of Fresno also rejected a five-year contract with Intrado for its Beware software after input from community members. However there is some ambiguity in the city council minutes and it appears that the police department could still adopt the technology following some community feedback and regulation; 2018 Fresno Police Department appears to be using Intrado Beware in its Real-Time Crime Center. Also in 2018 ShotSpotter (a gunshot detection software used by Fresno) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,FPD; City of Fresno,0,,,,,,YES,California Public Records Act,36.7468422,-119.77259
Sacramento,California,"501,901","5,059",66.6,2012,2/5/12,1,1,5,Palantir Law Enforcement,Palantir Law Enforcement,2,2,1,0,2012 Sacramento Police Department purchased Palantir Law Enforcement for five years; 2014 Sacramento Police Department was still using Palantir's services; 2018 ShotSpotter (a gunshot detection software used by Sacremanto) purchased HunchLab's predictive analytics package to be incorporated into its software. There are no publicly available documents detailing any contract extensions with Palantir following 2017.,,SPD,0,,,,,,YES,California Public Records Act,38.5815719,-121.4944
Mesa,Arizona,"496,401","3,514",38.5,2012,2/6/12,0,0,0,,,0,0,0,0,2016 Mesa Police Department (with approval of City Council) entered into a three-year contract with PredPol,,MPD; City of Mesa,0,,,,,,YES,Arizona Public Records Law,33.4151843,-111.83147
Kansas City,Missouri,"488,943","1,528",44.4,2012,2/7/12,0,0,0,,,0,0,0,0,"2013 Kansas City Police Department began the Kansas City No Violence Alliance, a Strategic Subject List-like type of predictive policing program that the city refused to acknowledge as predictive policing (according to 2015 and 2016 reports from the New York Times and others); 2014 Kansas City Police Department tested Risk Terrain Modelling on aggravated assault which it funded through 2015; 2017 Kansas City was still using the Kansas City No Violence Alliance. There is no publicly available information detailing CMPD's use of predictive policing following 2017; 2018 ShotSpotter (a gunshot detection software used by Kansas City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,KCPD,0,,,,,,YES,Missouri Sunshine Law,39.0997265,-94.578567
Atlanta,Georgia,"486,290","3,539",62.3,2012,2/8/12,0,0,0,,,0,0,0,0,2013 Atlanta Police Department entered into a contract with PredPol after a 90 day pilot; 2017 Atlanta Police Department appeared to still be using PredPol (though no official contract has been confirmed). There is no publicly available information detailing APD's use of PredPol following 2017; 2018 ShotSpotter (a gunshot detection software used by Atlanta) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,APD,0,,,,,,YES,Georgia Open Records Act,33.7489954,-84.387982
Long Beach,California,"469,450","9,347",73.9,2012,2/9/12,1,1,5,Palantir,Palantir,1,4,1,1,Long Beach is a part of Los Angeles County which means that it likely shares police resources with the LAPD through the Los Angeles County Sheriff's Department; 2017 Los Angeles County Sheriff's Department used Palantir and IBM Coplink for crime analysis. This along with a 2018 report corroborate the idea that Long Beach would have been party to Los Angeles County's 2010 Contract with Palantir. These shared resources might also include PredPol according to a 2018 report that PredPol has a specific portal on its website for Long Beach.,,LASD,0,,,,,,YES,California Public Records Act,33.7700504,-118.19374
Omaha,Nebraska,"466,893","3,356",33.2,2012,2/10/12,0,0,0,,,0,0,0,0,2018 ShotSpotter (a gunshot detection software used by Omaha) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,OPD,0,,,,,,YES; with relevant exceptions,Nebraska Public Records Law,41.2523634,-95.997988
Raleigh,North Carolina,"464,758","3,163",45.8,2012,2/11/12,0,0,0,,,0,0,0,0,2015 Raleigh Police Department Chief mentions the use of predictive policing in an interview. There is no publicly available information detailing RPD's use of predictive policing besides this. ,,RPD,0,,,,,,YES; with relevant exceptions,North Carolina Public Records Law,35.7795897,-78.638179
Colorado Springs,Colorado,"464,474","2,378",30.8,2012,2/12/12,0,0,0,,,0,0,0,0,2014 Colorado Springs Police Department undertook an intervention based on findings of a Risk Terrain Modelling study conducted from 2012-14,,CSPD,0,,,,,,YES,Colorado Open Records Act,38.8338816,-104.82136
Miami,Florida,"463,374","12,599",88.3,2012,2/13/12,0,0,0,,,0,0,0,0,2013 Miami Police Department received funding from the BJA to improve police technology over the course of three years. However the funding only came into effect in 2014. Also in 2013 Miami Police Department was using an IBM predictive policing software known as Blue PALMS; 2014 Miami Police Department allegedly participated in a Risk Terrain Modelling study; 2015 Miami Police Department entered into a contract with HunchLab (could have participated in a pilot in 2014). 2015 is the last year that MPD's use of IBM's Blue PALMS was mentioned (which suggests that it was likely phased out by the adoption of HunchLab); 2018 ShotSpotter (a gunshot detection software used by Miami) purchased HunchLab's predictive analytics package to be incorporated into its software. ,2013 BJA,MPD,0,,,,,,YES,Florida Sunshine Law,25.7616798,-80.19179
Virginia Beach,Virginia,"450,435","1,850",38.1,2012,2/14/12,0,0,0,,,0,0,0,0,There is no publicly available information detailing Virginia Beach Police Department's use of predictive policing.,,,9,,,,,,YES,Virgina Freedom of Information Act,36.8529263,-75.977985
Oakland,California,"425,195","7,514",72.3,2012,2/15/12,0,0,0,,,0,0,0,0,"2015 City of Oakland initially approved a two year contract, but then reneged a move to adopt PredPol after research found that it would likely amplify racial bias in arrests without major reductions in crime; 2018 Oakland passed a law mandating public discussion before the adoption of any police technology. Also in 2018 ShotSpotter (a gunshot detection software used by Oakland) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,City Council,0,,,,,,YES,California Public Records Act,37.8043637,-122.27111
Minneapolis,Minnesota,"422,331","7,660",38.8,2012,2/16/12,1,1,1,Crime Analysis Unit,Crime Analysis Unit,5,2,1,1,2011 Minneapolis Police Department introduced its own predictive policing program (called the Crime Analysis Unit) which they hoped to later improve upon with better software. There is no publicly available information detailing MPD's use of this program after 2012; 2016 Minneapolis Police Department rolled out the Gun Violence Intervention program which is similar to KCNoVA. There is no publicly available information detailing MPD's use of this program after 2017; 2018 ShotSpotter (a gunshot detection software used by Minneapolis) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES,Minnesota Data Practices Act,44.977753,-93.265011
